From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism
CLCA4	Q14CN2	reviewed	CLCA4_HUMAN	Calcium-activated chloride channel regulator 4 (EC 3.4.-.-) (Calcium-activated chloride channel family member 4) (hCLCA4) (Calcium-activated chloride channel protein 2) (CaCC-2) (hCaCC-2) (Chloride channel accessory 4) [Cleaved into: Calcium-activated chloride channel regulator 4, 110 kDa form; Calcium-activated chloride channel regulator 4, 30 kDa form]	CLCA4 CaCC2 UNQ562/PRO1124	Homo sapiens (Human)
FASTKD3	Q14CZ7	reviewed	FAKD3_HUMAN	FAST kinase domain-containing protein 3, mitochondrial	FASTKD3	Homo sapiens (Human)
ARL6IP1	Q15041	reviewed	AR6P1_HUMAN	ADP-ribosylation factor-like protein 6-interacting protein 1 (ARL-6-interacting protein 1) (Aip-1) (Apoptotic regulator in the membrane of the endoplasmic reticulum)	ARL6IP1 ARL6IP ARMER KIAA0069	Homo sapiens (Human)
SLC39A14	Q15043	reviewed	S39AE_HUMAN	Metal cation symporter ZIP14 (LIV-1 subfamily of ZIP zinc transporter 4) (LZT-Hs4) (Solute carrier family 39 member 14) (Zrt- and Irt-like protein 14) (ZIP-14)	SLC39A14 KIAA0062 ZIP14	Homo sapiens (Human)
MLC1	Q15049	reviewed	MLC1_HUMAN	Membrane protein MLC1 (Megalencephalic leukoencephalopathy with subcortical cysts protein 1)	MLC1 KIAA0027 WKL1	Homo sapiens (Human)
ACOX1	Q15067	reviewed	ACOX1_HUMAN	Peroxisomal acyl-coenzyme A oxidase 1 (AOX) (EC 1.3.3.6) (Palmitoyl-CoA oxidase) (Peroxisomal fatty acyl-CoA oxidase) (Straight-chain acyl-CoA oxidase) (SCOX) [Cleaved into: Peroxisomal acyl-CoA oxidase 1, A chain; Peroxisomal acyl-CoA oxidase 1, B chain; Peroxisomal acyl-CoA oxidase 1, C chain]	ACOX1 ACOX	Homo sapiens (Human)
ZNF146	Q15072	reviewed	OZF_HUMAN	Zinc finger protein OZF (Only zinc finger protein) (Zinc finger protein 146)	ZNF146 OZF	Homo sapiens (Human)
PAFAH1B3	Q15102	reviewed	PA1B3_HUMAN	Platelet-activating factor acetylhydrolase IB subunit alpha1 (EC 3.1.1.47) (PAF acetylhydrolase 29 kDa subunit) (PAF-AH 29 kDa subunit) (PAF-AH subunit gamma) (PAFAH subunit gamma)	PAFAH1B3 PAFAHG	Homo sapiens (Human)
RAGE	Q15109	reviewed	RAGE_HUMAN	Advanced glycosylation end product-specific receptor (Receptor for advanced glycosylation end products)	AGER RAGE	Homo sapiens (Human)
PLCL1	Q15111	reviewed	PLCL1_HUMAN	Inactive phospholipase C-like protein 1 (PLC-L1) (Phospholipase C-deleted in lung carcinoma) (Phospholipase C-related but catalytically inactive protein) (PRIP)	PLCL1	Homo sapiens (Human)
TCEAL1	Q15170	reviewed	TCAL1_HUMAN	Transcription elongation factor A protein-like 1 (TCEA-like protein 1) (Nuclear phosphoprotein p21/SIIR) (Transcription elongation factor S-II protein-like 1)	TCEAL1 SIIR	Homo sapiens (Human)
PPP2R5B	Q15173	reviewed	2A5B_HUMAN	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform (PP2A B subunit isoform B'-beta) (PP2A B subunit isoform B56-beta) (PP2A B subunit isoform PR61-beta) (PP2A B subunit isoform R5-beta)	PPP2R5B	Homo sapiens (Human)
POU4F3	Q15319	reviewed	PO4F3_HUMAN	POU domain, class 4, transcription factor 3 (Brain-specific homeobox/POU domain protein 3C) (Brain-3C) (Brn-3C)	POU4F3 BRN3C	Homo sapiens (Human)
CARP	Q15327	reviewed	ANKR1_HUMAN	Ankyrin repeat domain-containing protein 1 (Cardiac ankyrin repeat protein) (Cytokine-inducible gene C-193 protein) (Cytokine-inducible nuclear protein)	ANKRD1 C193 CARP HA1A2	Homo sapiens (Human)
RPS6KA2	Q15349	reviewed	KS6A2_HUMAN	Ribosomal protein S6 kinase alpha-2 (S6K-alpha-2) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 2) (p90-RSK 2) (p90RSK2) (MAP kinase-activated protein kinase 1c) (MAPK-activated protein kinase 1c) (MAPKAP kinase 1c) (MAPKAPK-1c) (Ribosomal S6 kinase 3) (RSK-3) (pp90RSK3)	RPS6KA2 MAPKAPK1C RSK3	Homo sapiens (Human)
P2RY14	Q15391	reviewed	P2Y14_HUMAN	P2Y purinoceptor 14 (P2Y14) (G-protein coupled receptor 105) (UDP-glucose receptor)	P2RY14 GPR105 KIAA0001	Homo sapiens (Human)
DHCR24	Q15392	reviewed	DHC24_HUMAN	Delta(24)-sterol reductase (EC 1.3.1.72) (24-dehydrocholesterol reductase) (3-beta-hydroxysterol Delta-24-reductase) (Diminuto/dwarf1 homolog) (Seladin-1)	DHCR24 KIAA0018	Homo sapiens (Human)
HET	Q15424	reviewed	SAFB1_HUMAN	Scaffold attachment factor B1 (SAF-B) (SAF-B1) (HSP27 estrogen response element-TATA box-binding protein) (HSP27 ERE-TATA-binding protein)	SAFB HAP HET SAFB1	Homo sapiens (Human)
RP1	Q15555	reviewed	MARE2_HUMAN	Microtubule-associated protein RP/EB family member 2 (APC-binding protein EB2) (End-binding protein 2) (EB2)	MAPRE2 RP1	Homo sapiens (Human)
TRBP	Q15633	reviewed	TRBP2_HUMAN	RISC-loading complex subunit TARBP2 (TAR RNA-binding protein 2) (Trans-activation-responsive RNA-binding protein)	TARBP2 TRBP	Homo sapiens (Human)
TRIP11	Q15643	reviewed	TRIPB_HUMAN	Thyroid receptor-interacting protein 11 (TR-interacting protein 11) (TRIP-11) (Clonal evolution-related gene on chromosome 14 protein) (Golgi-associated microtubule-binding protein 210) (GMAP-210) (Trip230)	TRIP11 CEV14	Homo sapiens (Human)
ELF2	Q15723	reviewed	ELF2_HUMAN	ETS-related transcription factor Elf-2 (E74-like factor 2) (New ETS-related factor)	ELF2 NERF	Homo sapiens (Human)
GPR19	Q15760	reviewed	GPR19_HUMAN	Probable G-protein coupled receptor 19 (GPR-NGA)	GPR19	Homo sapiens (Human)
NPY5R	Q15761	reviewed	NPY5R_HUMAN	Neuropeptide Y receptor type 5 (NPY5-R) (NPY-Y5 receptor) (NPYY5-R) (Y5 receptor)	NPY5R NPYR5	Homo sapiens (Human)
MPPED2	Q15777	reviewed	MPPD2_HUMAN	Metallophosphoesterase MPPED2 (EC 3.1.-.-) (Fetal brain protein 239) (239FB) (Metallophosphoesterase domain-containing protein 2)	MPPED2 C11orf8 FAM1B	Homo sapiens (Human)
ZBTB6	Q15916	reviewed	ZBTB6_HUMAN	Zinc finger and BTB domain-containing protein 6 (Zinc finger protein 482) (Zinc finger protein with interaction domain)	ZBTB6 ZID ZNF482	Homo sapiens (Human)
PMCHL1	Q16048	reviewed	MCHL1_HUMAN	Putative pro-MCH-like protein 1 (Pro-MCH variant) (Pro-melanin-concentrating hormone-like protein 1)	PMCHL1	Homo sapiens (Human)
SNCB	Q16143	reviewed	SYUB_HUMAN	Beta-synuclein	SNCB	Homo sapiens (Human)
LAMA4	Q16363	reviewed	LAMA4_HUMAN	Laminin subunit alpha-4 (Laminin-14 subunit alpha) (Laminin-8 subunit alpha) (Laminin-9 subunit alpha)	LAMA4	Homo sapiens (Human)
GABRA6	Q16445	reviewed	GBRA6_HUMAN	Gamma-aminobutyric acid receptor subunit alpha-6 (GABA(A) receptor subunit alpha-6) (GABAAR subunit alpha-6)	GABRA6	Homo sapiens (Human)
KCNMB1	Q16558	reviewed	KCMB1_HUMAN	Calcium-activated potassium channel subunit beta-1 (BK channel subunit beta-1) (BKbeta) (BKbeta1) (Hbeta1) (Calcium-activated potassium channel, subfamily M subunit beta-1) (Calcium-activated potassium channel subunit beta) (Charybdotoxin receptor subunit beta-1) (K(VCA)beta-1) (Maxi K channel subunit beta-1) (Slo-beta-1) (Slo-beta)	KCNMB1	Homo sapiens (Human)
SGCB	Q16585	reviewed	SGCB_HUMAN	Beta-sarcoglycan (Beta-SG) (43 kDa dystrophin-associated glycoprotein) (43DAG) (A3b)	SGCB	Homo sapiens (Human)
SGCA	Q16586	reviewed	SGCA_HUMAN	Alpha-sarcoglycan (Alpha-SG) (50 kDa dystrophin-associated glycoprotein) (50DAG) (Adhalin) (Dystroglycan-2)	SGCA ADL DAG2	Homo sapiens (Human)
ZNF74	Q16587	reviewed	ZNF74_HUMAN	Zinc finger protein 74 (Zinc finger protein 520) (hZNF7)	ZNF74 ZNF520	Homo sapiens (Human)
NKG7	Q16617	reviewed	NKG7_HUMAN	Protein NKG7 (G-CSF-induced gene 1 protein) (GIG-1 protein) (Granule membrane protein of 17 kDa) (GMP-17) (Natural killer cell protein 7) (p15-TIA-1)	NKG7 GIG1	Homo sapiens (Human)
CTF1	Q16619	reviewed	CTF1_HUMAN	Cardiotrophin-1 (CT-1)	CTF1	Homo sapiens (Human)
STX1A	Q16623	reviewed	STX1A_HUMAN	Syntaxin-1A (Neuron-specific antigen HPC-1)	STX1A STX1	Homo sapiens (Human)
TBR1	Q16650	reviewed	TBR1_HUMAN	T-box brain protein 1 (T-brain-1) (TBR-1) (TES-56)	TBR1	Homo sapiens (Human)
ST3GAL2	Q16842	reviewed	SIA4B_HUMAN	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2 (Alpha 2,3-ST 2) (Beta-galactoside alpha-2,3-sialyltransferase 2) (EC 2.4.3.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (Monosialoganglioside sialyltransferase) (EC 2.4.3.2) (ST3Gal II) (ST3GalII) (ST3GalA.2) (Sialyltransferase 4B) (SIAT4-B)	ST3GAL2 SIAT4B	Homo sapiens (Human)
ARHGAP44	Q17R89	reviewed	RHG44_HUMAN	Rho GTPase-activating protein 44 (NPC-A-10) (Rho-type GTPase-activating protein RICH2) (RhoGAP interacting with CIP4 homologs protein 2) (RICH-2)	ARHGAP44 KIAA0672 RICH2	Homo sapiens (Human)
SYT16	Q17RD7	reviewed	SYT16_HUMAN	Synaptotagmin-16 (Chr14Syt) (Synaptotagmin 14-like protein) (Synaptotagmin XIV-related protein)	SYT16 STREP14 SYT14L SYT14R	Homo sapiens (Human)
TMEM183BP	Q1AE95	reviewed	T183B_HUMAN	Putative transmembrane protein 183BP (Transmembrane protein 183B pseudogene)	TMEM183BP C1orf37-dup TMEM183B	Homo sapiens (Human)
CSPP1	Q1MSJ5	reviewed	CSPP1_HUMAN	Centrosome and spindle pole-associated protein 1	CSPP1 CSPP	Homo sapiens (Human)
SPHKAP	Q2M3C7	reviewed	SPKAP_HUMAN	A-kinase anchor protein SPHKAP (SPHK1-interactor and AKAP domain-containing protein) (Sphingosine kinase type 1-interacting protein)	SPHKAP KIAA1678 SKIP	Homo sapiens (Human)
SGSM1	Q2NKQ1	reviewed	SGSM1_HUMAN	Small G protein signaling modulator 1 (RUN and TBC1 domain-containing protein 2)	SGSM1 KIAA1941 RUTBC2	Homo sapiens (Human)
ZXDC	Q2QGD7	reviewed	ZXDC_HUMAN	Zinc finger protein ZXDC (ZXD-like zinc finger protein)	ZXDC ZXDL	Homo sapiens (Human)
GOLGA7B	Q2TAP0	reviewed	GOG7B_HUMAN	Golgin subfamily A member 7B	GOLGA7B C10orf132 C10orf133	Homo sapiens (Human)
FHOD3	Q2V2M9	reviewed	FHOD3_HUMAN	FH1/FH2 domain-containing protein 3 (Formactin-2) (Formin homolog overexpressed in spleen 2) (hFHOS2)	FHOD3 FHOS2 KIAA1695	Homo sapiens (Human)
ZNF284	Q2VY69	reviewed	ZN284_HUMAN	Zinc finger protein 284	ZNF284 ZNF284L	Homo sapiens (Human)
PLPPR5	Q32ZL2	reviewed	PLPR5_HUMAN	Phospholipid phosphatase-related protein type 5 (Lipid phosphate phosphatase-related protein type 5) (Phosphatidic acid phosphatase type 2d) (Plasticity-related gene 5 protein) (PRG-5)	PLPPR5 LPPR5 PAP2D PRG5	Homo sapiens (Human)
RFX4	Q33E94	reviewed	RFX4_HUMAN	Transcription factor RFX4 (Regulatory factor X 4) (Testis development protein NYD-SP10)	RFX4	Homo sapiens (Human)
SLC10A6	Q3KNW5	reviewed	SOAT_HUMAN	Sodium-dependent organic anion transporter (SOAT) (Solute carrier family 10 member 6) (SLC10A6)	SLC10A6 SOAT	Homo sapiens (Human)
ARL13B	Q3SXY8	reviewed	AR13B_HUMAN	ADP-ribosylation factor-like protein 13B (ADP-ribosylation factor-like protein 2-like 1) (ARL2-like protein 1)	ARL13B ARL2L1	Homo sapiens (Human)
ALDH1L2	Q3SY69	reviewed	AL1L2_HUMAN	Mitochondrial 10-formyltetrahydrofolate dehydrogenase (Mitochondrial 10-FTHFDH) (mtFDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L2)	ALDH1L2	Homo sapiens (Human)
MGAT5B	Q3V5L5	reviewed	MGT5B_HUMAN	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B (EC 2.4.1.-) (EC 2.4.1.155) (Alpha-mannoside beta-1,6-N-acetylglucosaminyltransferase B) (GlcNAc-T Vb) (GNT-Vb) (hGnTVb) (Mannoside acetylglucosaminyltransferase 5B) (N-acetylglucosaminyl-transferase Vb) (N-acetylglucosaminyltransferase IX) (GNT-IX)	MGAT5B KIAA2008	Homo sapiens (Human)
OTOGL	Q3ZCN5	reviewed	OTOGL_HUMAN	Otogelin-like protein	OTOGL C12orf64	Homo sapiens (Human)
TIMM50	Q3ZCQ8	reviewed	TIM50_HUMAN	Mitochondrial import inner membrane translocase subunit TIM50	TIMM50 TIM50 PRO1512	Homo sapiens (Human)
ZACN	Q401N2	reviewed	ZACN_HUMAN	Ligand-gated cation channel ZACN (Ligand-gated ion channel zinc-activated 1) (Ligand-gated ion-channel receptor L2) (Zinc-activated channel)	ZACN L2 LGICZ LGICZ1 ZAC	Homo sapiens (Human)
MMEL1	Q495T6	reviewed	MMEL1_HUMAN	Membrane metallo-endopeptidase-like 1 (EC 3.4.24.11) (Membrane metallo-endopeptidase-like 2) (NEP2(m)) (Neprilysin II) (NEPII) (Neprilysin-2) (NEP2) (NL2) [Cleaved into: Membrane metallo-endopeptidase-like 1, soluble form (Neprilysin-2 secreted) (NEP2(s))]	MMEL1 MELL1 MMEL2 NEP2	Homo sapiens (Human)
PLK5	Q496M5	reviewed	PLK5_HUMAN	Inactive serine/threonine-protein kinase PLK5 (Polo-like kinase 5) (PLK-5)	PLK5 PLK5P FG060302	Homo sapiens (Human)
GALNT17	Q49A17	reviewed	GLTL6_HUMAN	Polypeptide N-acetylgalactosaminyltransferase-like 6 (EC 2.4.1.41) (Polypeptide GalNAc transferase 17) (GalNAc-T17) (pp-GaNTase 17) (Protein-UDP acetylgalactosaminyltransferase 17) (Putative polypeptide N-acetylgalactosaminyltransferase 17) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 17)	GALNTL6 GALNT17	Homo sapiens (Human)
CRY2	Q49AN0	reviewed	CRY2_HUMAN	Cryptochrome-2	CRY2 KIAA0658	Homo sapiens (Human)
CERKL	Q49MI3	reviewed	CERKL_HUMAN	Ceramide kinase-like protein	CERKL	Homo sapiens (Human)
GTDC1	Q4AE62	reviewed	QTMAN_HUMAN	tRNA-queuosine alpha-mannosyltransferase (QTMAN) (EC 2.4.1.110) (Glycosyltransferase-like domain-containing protein 1) (Mannosyltransferase-like protein Xa) (Mat-Xa)	GTDC1 QTMAN	Homo sapiens (Human)
CFAP221	Q4G0U5	reviewed	PCDP1_HUMAN	Cilia- and flagella-associated protein 221 (Primary ciliary dyskinesia protein 1)	CFAP221 PCDP1	Homo sapiens (Human)
KCTD21	Q4G0X4	reviewed	KCD21_HUMAN	BTB/POZ domain-containing protein KCTD21 (KCASH2 protein) (Potassium channel tetramerization domain-containing protein 21)	KCTD21	Homo sapiens (Human)
PLCH1	Q4KWH8	reviewed	PLCH1_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-eta-1) (Phospholipase C-eta-1) (PLC-eta-1) (Phospholipase C-like protein 3) (PLC-L3)	PLCH1 KIAA1069 PLCL3	Homo sapiens (Human)
SLC22A6	Q4U2R8	reviewed	S22A6_HUMAN	Solute carrier family 22 member 6 (Organic anion transporter 1) (hOAT1) (PAH transporter) (hPAHT) (Renal organic anion transporter 1) (hROAT1)	SLC22A6 OAT1 PAHT	Homo sapiens (Human)
TMEM119	Q4V9L6	reviewed	TM119_HUMAN	Transmembrane protein 119 (Osteoblast induction factor) (OBIF)	TMEM119 PSEC0199 UNQ731/PRO1415	Homo sapiens (Human)
ATP13A4	Q4VNC1	reviewed	AT134_HUMAN	Probable cation-transporting ATPase 13A4 (EC 7.2.2.-) (P5-ATPase isoform 4)	ATP13A4 UNQ3052/PRO9871	Homo sapiens (Human)
PABPC1L	Q4VXU2	reviewed	PAP1L_HUMAN	Polyadenylate-binding protein 1-like (Embryonic poly(A)-binding protein) (Poly(A) binding protein cytoplasmic 1 like)	PABPC1L C20orf119 EPAB	Homo sapiens (Human)
SLC39A12	Q504Y0	reviewed	S39AC_HUMAN	Zinc transporter ZIP12 (LIV-1 subfamily of ZIP zinc transporter 8) (LZT-Hs8) (Solute carrier family 39 member 12) (Zrt- and Irt-like protein 12) (ZIP-12)	SLC39A12 ZIP12	Homo sapiens (Human)
ARHGAP29	Q52LW3	reviewed	RHG29_HUMAN	Rho GTPase-activating protein 29 (PTPL1-associated RhoGAP protein 1) (Rho-type GTPase-activating protein 29)	ARHGAP29 PARG1	Homo sapiens (Human)
LUZP6	Q538Z0	reviewed	LUZP6_HUMAN	Leucine zipper protein 6 (Myeloproliferative disease-associated 6 kDa antigen)	LUZP6 MPD6	Homo sapiens (Human)
GPAT3	Q53EU6	reviewed	GPAT3_HUMAN	Glycerol-3-phosphate acyltransferase 3 (GPAT-3) (EC 2.3.1.15) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 10) (AGPAT 10) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 9) (1-AGP acyltransferase 9) (1-AGPAT 9) (EC 2.3.1.51) (Acyl-CoA:glycerol-3-phosphate acyltransferase 3) (hGPAT3) (Lung cancer metastasis-associated protein 1) (Lysophosphatidic acid acyltransferase theta) (LPAAT-theta) (MAG-1)	GPAT3 AGPAT9 MAG1 HMFN0839 UNQ2753/PRO6492	Homo sapiens (Human)
MPPE1	Q53F39	reviewed	MPPE1_HUMAN	Metallophosphoesterase 1 (EC 3.1.-.-) (Post-GPI attachment to proteins factor 5)	MPPE1 PGAP5 PP579	Homo sapiens (Human)
ORMDL2	Q53FV1	reviewed	ORML2_HUMAN	ORM1-like protein 2 (Adoplin-2)	ORMDL2 HSPC160 MSTP095	Homo sapiens (Human)
PHLDA2	Q53GA4	reviewed	PHLA2_HUMAN	Pleckstrin homology-like domain family A member 2 (Beckwith-Wiedemann syndrome chromosomal region 1 candidate gene C protein) (Imprinted in placenta and liver protein) (Tumor-suppressing STF cDNA 3 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 3 protein) (p17-Beckwith-Wiedemann region 1 C) (p17-BWR1C)	PHLDA2 BWR1C HLDA2 IPL TSSC3	Homo sapiens (Human)
TM4SF20	Q53R12	reviewed	T4S20_HUMAN	Transmembrane 4 L6 family member 20	TM4SF20 UNQ518/PRO994	Homo sapiens (Human)
FASTKD1	Q53R41	reviewed	FAKD1_HUMAN	FAST kinase domain-containing protein 1, mitochondrial	FASTKD1 KIAA1800	Homo sapiens (Human)
WDR81	Q562E7	reviewed	WDR81_HUMAN	WD repeat-containing protein 81	WDR81	Homo sapiens (Human)
EAPP	Q56P03	reviewed	EAPP_HUMAN	E2F-associated phosphoprotein (EAPP)	EAPP C14orf11 BM-036	Homo sapiens (Human)
SYT14L	Q58G82	reviewed	SY14L_HUMAN	Putative synaptotagmin-14-like protein (Synaptotagmin XIV protein pseudogene 1) (Synaptotagmin XIV-derived protein) (Synaptotagmin XIV-like protein)	SYT14P1 SYT14L SYT14LP1 SYTDEP	Homo sapiens (Human)
SPRN	Q5BIV9	reviewed	SPRN_HUMAN	Shadow of prion protein (Protein shadoo)	SPRN SHO	Homo sapiens (Human)
NICOL1	Q5BLP8	reviewed	NICOL_HUMAN	NELL2-interacting cell ontogeny regulator 1 (NELL2-interacting cofactor for lumicrine signaling) (NICOL)	NICOL1 C4orf48	Homo sapiens (Human)
FLG2	Q5D862	reviewed	FILA2_HUMAN	Filaggrin-2 (FLG-2) (Intermediate filament-associated and psoriasis-susceptibility protein) (Ifapsoriasin)	FLG2 IFPS	Homo sapiens (Human)
SPINK9	Q5DT21	reviewed	ISK9_HUMAN	Serine protease inhibitor Kazal-type 9 (Lymphoepithelial Kazal-type-related inhibitor 2)	SPINK9 LEKTI2	Homo sapiens (Human)
IGSF11	Q5DX21	reviewed	IGS11_HUMAN	Immunoglobulin superfamily member 11 (IgSF11) (Brain and testis-specific immunoglobulin superfamily protein) (Bt-IGSF) (V-set and immunoglobulin domain-containing protein 3)	IGSF11 BTIGSF CXADRL1 VSIG3	Homo sapiens (Human)
DNAJC21	Q5F1R6	reviewed	DJC21_HUMAN	DnaJ homolog subfamily C member 21 (DnaJ homolog subfamily A member 5) (Protein GS3)	DNAJC21 DNAJA5	Homo sapiens (Human)
HERC4	Q5GLZ8	reviewed	HERC4_HUMAN	Probable E3 ubiquitin-protein ligase HERC4 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 4) (HECT-type E3 ubiquitin transferase HERC4)	HERC4 KIAA1593	Homo sapiens (Human)
PPP6R3	Q5H9R7	reviewed	PP6R3_HUMAN	Serine/threonine-protein phosphatase 6 regulatory subunit 3 (SAPS domain family member 3) (Sporulation-induced transcript 4-associated protein SAPL)	PPP6R3 C11orf23 KIAA1558 PP6R3 SAPL SAPS3	Homo sapiens (Human)
DMRTC1	Q5HYR2	reviewed	DMRTC_HUMAN	Doublesex- and mab-3-related transcription factor C1	DMRTC1; DMRTC1B	Homo sapiens (Human)
ALG10B	Q5I7T1	reviewed	AG10B_HUMAN	Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase (EC 2.4.1.256) (Alpha-1,2-glucosyltransferase ALG10-A) (Alpha-2-glucosyltransferase ALG10-B) (Asparagine-linked glycosylation protein 10 homolog B) (Potassium channel regulator 1)	ALG10B KCR1	Homo sapiens (Human)
CT47A1	Q5JQC4	reviewed	CT47A_HUMAN	Cancer/testis antigen 47A (Cancer/testis antigen 47) (CT47)	CT47A1 CT47.1; CT47A2 CT47.2; CT47A3 CT47.3; CT47A4 CT47.4; CT47A5 CT47.5; CT47A6 CT47.6; CT47A7 CT47.7; CT47A8 CT47.8; CT47A9 CT47.9; CT47A10 CT47.10; CT47A11 CT47.11; CT47A12 CT47.12	Homo sapiens (Human)
RAB41	Q5JT25	reviewed	RAB41_HUMAN	Ras-related protein Rab-41 (EC 3.6.5.2)	RAB41	Homo sapiens (Human)
KRBOX4	Q5JUW0	reviewed	KRBX4_HUMAN	KRAB domain-containing protein 4 (KRAB box domain-containing protein 4)	KRBOX4 ZNF673	Homo sapiens (Human)
HABP4	Q5JVS0	reviewed	HABP4_HUMAN	Intracellular hyaluronan-binding protein 4 (IHABP-4) (IHABP4) (Hyaluronan-binding protein 4) (Ki-1/57 intracellular antigen)	HABP4	Homo sapiens (Human)
MIIP	Q5JXC2	reviewed	MIIP_HUMAN	Migration and invasion-inhibitory protein (IGFBP2-binding protein) (Invasion-inhibitory protein 45) (IIp45)	MIIP IIP45	Homo sapiens (Human)
GPRASP1	Q5JY77	reviewed	GASP1_HUMAN	G-protein coupled receptor-associated sorting protein 1 (GASP-1)	GPRASP1 GASP KIAA0443	Homo sapiens (Human)
RNFT1	Q5M7Z0	reviewed	RNFT1_HUMAN	E3 ubiquitin-protein ligase RNFT1 (EC 2.3.2.27) (Protein PTD016) (RING finger and transmembrane domain-containing protein 1)	RNFT1 PTD016	Homo sapiens (Human)
PPP4R3B	Q5MIZ7	reviewed	P4R3B_HUMAN	Serine/threonine-protein phosphatase 4 regulatory subunit 3B (SMEK homolog 2)	PPP4R3B KIAA1387 PP4R3B SMEK2	Homo sapiens (Human)
PAPPA-AS1	Q5QFB9	reviewed	PAPAS_HUMAN	Protein PAPPAS (DIPLA1 antisense RNA 1) (DIPLA1 antisense gene protein 1) (DIPLA1-antisense expressed) (PAPPAS antisense RNA 1) (PAPPAS antisense gene protein 1) (PAPPAS-antisense expressed)	PAPPA-AS1 DIPAS PAPPAS	Homo sapiens (Human)
NEXMIF	Q5QGS0	reviewed	NEXMI_HUMAN	Neurite extension and migration factor (XLMR protein related to neurite extension) (XPN)	NEXMIF KIAA2022	Homo sapiens (Human)
NHSL1	Q5SYE7	reviewed	NHSL1_HUMAN	NHS-like protein 1	NHSL1 C6orf63 KIAA1357	Homo sapiens (Human)
SZT2	Q5T011	reviewed	SZT2_HUMAN	KICSTOR complex protein SZT2 (Seizure threshold 2 protein homolog)	SZT2 C1orf84 KIAA0467	Homo sapiens (Human)
CC2D1B	Q5T0F9	reviewed	C2D1B_HUMAN	Coiled-coil and C2 domain-containing protein 1B (Five prime repressor element under dual repression-binding protein 2) (FRE under dual repression-binding protein 2) (Freud-2)	CC2D1B KIAA1836 LGD1	Homo sapiens (Human)
GPRC6A	Q5T6X5	reviewed	GPC6A_HUMAN	G-protein coupled receptor family C group 6 member A (hGPRC6A) (G-protein coupled receptor GPCR33) (hGPCR33)	GPRC6A	Homo sapiens (Human)
HES5	Q5TA89	reviewed	HES5_HUMAN	Transcription factor HES-5 (Class B basic helix-loop-helix protein 38) (bHLHb38) (Hairy and enhancer of split 5)	HES5 BHLHB38	Homo sapiens (Human)
NBPF12	Q5TAG4	reviewed	NBPFC_HUMAN	NBPF family member NBPF12 (Chromosome 1 amplified sequence 1) (Neuroblastoma breakpoint family member 12)	NBPF12 COAS1 KIAA1245	Homo sapiens (Human)
ZNF468	Q5VIY5	reviewed	ZN468_HUMAN	Zinc finger protein 468	ZNF468	Homo sapiens (Human)
CDC42BPA	Q5VT25	reviewed	MRCKA_HUMAN	Serine/threonine-protein kinase MRCK alpha (EC 2.7.11.1) (CDC42-binding protein kinase alpha) (DMPK-like alpha) (Myotonic dystrophy kinase-related CDC42-binding kinase alpha) (MRCK alpha) (Myotonic dystrophy protein kinase-like alpha)	CDC42BPA KIAA0451	Homo sapiens (Human)
RNF220	Q5VTB9	reviewed	RN220_HUMAN	E3 ubiquitin-protein ligase RNF220 (EC 2.3.2.27) (RING finger protein 220) (RING-type E3 ubiquitin transferase RNF220)	RNF220 C1orf164	Homo sapiens (Human)
PDE4DIP	Q5VU43	reviewed	MYOME_HUMAN	Myomegalin (Cardiomyopathy-associated protein 2) (Phosphodiesterase 4D-interacting protein)	PDE4DIP CMYA2 KIAA0454 KIAA0477 MMGL	Homo sapiens (Human)
FAM171A1	Q5VUB5	reviewed	F1711_HUMAN	Protein FAM171A1 (Astroprincin) (APCN)	FAM171A1 APCN C10orf38	Homo sapiens (Human)
